ubigeo_distrito,votos_validos,votos_blancos,votos_nulos,votos_emitidos,actas_contabilizadas,actas_total,cand_01,cand_02
070301,435,5,19,459,2,61,27,408
070302,0,0,0,0,0,17,0,0
070303,0,0,0,0,0,19,0,0
070304,0,0,0,0,0,27,0,0
070305,0,0,0,0,0,12,0,0
070306,0,0,0,0,0,13,0,0
070307,0,0,0,0,0,13,0,0
070308,0,0,0,0,0,9,0,0
070309,0,0,0,0,0,23,0,0
070401,4834,37,337,5208,25,64,948,3886
070402,573,17,39,629,3,13,115,458
070403,362,4,26,392,2,18,33,329
070404,0,0,0,0,0,23,0,0
070405,0,0,0,0,0,32,0,0
070406,0,0,0,0,0,19,0,0
070407,0,0,0,0,0,14,0,0
070408,0,0,0,0,0,30,0,0
070501,0,0,0,0,0,29,0,0
070502,0,0,0,0,0,20,0,0
070503,2819,17,174,815,4,16,212,2607
070504,780,4,44,828,4,9,74,706
070505,559,1,38,598,3,18,35,524
070506,0,0,0,0,0,6,0,0
070507,0,0,0,0,0,10,0,0
070508,0,0,0,0,0,10,0,0
070601,24674,128,1364,26166,119,161,3288,21386
070602,1367,6,74,1447,7,15,155,1212
070603,1338,6,41,0,0,16,127,1211
070604,3527,15,195,2520,12,32,276,3251
070605,427,1,29,457,2,23,46,381
070606,3110,18,156,3284,16,16,272,2838
070607,1715,6,46,1767,8,10,148,1567
070608,458,2,7,467,2,17,29,429
070701,0,0,0,0,0,60,0,0
070702,0,0,0,0,0,17,0,0
070703,0,0,0,0,0,33,0,0
070704,0,0,0,0,0,26,0,0
070705,0,0,0,0,0,39,0,0
070706,0,0,0,0,0,22,0,0
070707,0,0,0,0,0,13,0,0
070708,0,0,0,0,0,26,0,0
070801,17277,117,958,18352,87,94,2434,14843
070802,0,0,0,0,0,4,0,0
070803,4971,29,213,5213,27,53,339,4632
070804,1089,6,71,1166,6,6,80,1009
070805,2516,16,175,2707,14,23,261,2255
070806,2805,15,170,2990,15,16,204,2601
070807,0,0,0,0,0,10,0,0
070808,975,4,50,1029,6,11,98,877
070901,20326,107,1012,21242,104,108,5419,14907
070902,7533,28,325,7886,61,102,1566,5967
070903,2831,19,164,3014,16,18,665,2166
070904,3547,27,168,3742,19,21,679,2868
070905,0,0,0,0,0,18,0,0
070906,0,0,0,0,0,24,0,0
070907,0,0,0,0,0,37,0,0
070908,0,0,0,0,0,43,0,0
070909,0,0,0,0,0,45,0,0
070910,0,0,0,0,0,84,0,0
070911,0,0,0,0,0,16,0,0
070912,0,0,0,0,0,8,0,0
070913,0,0,0,0,0,9,0,0
070915,0,0,0,0,0,41,0,0
070916,0,0,0,0,0,20,0,0
070917,0,0,0,0,0,8,0,0
070918,0,0,0,0,0,12,0,0
070919,0,0,0,0,0,18,0,0
071001,0,0,0,0,0,11,0,0
071002,0,0,0,0,0,12,0,0
071003,0,0,0,0,0,14,0,0
071004,0,0,0,0,0,5,0,0
071005,0,0,0,0,0,20,0,0
071006,0,0,0,0,0,19,0,0
071007,0,0,0,0,0,10,0,0
071008,0,0,0,0,0,9,0,0
071009,0,0,0,0,0,5,0,0
071101,0,0,0,0,0,37,0,0
071102,1610,14,71,1695,8,10,219,1391
071103,0,0,0,0,0,29,0,0
071104,0,0,0,0,0,29,0,0
071105,0,0,0,0,0,18,0,0
071106,0,0,0,0,0,20,0,0
071201,6903,48,388,6642,32,41,1261,5642
071202,3778,20,228,4026,19,19,675,3103
071203,0,0,0,0,0,9,0,0
071204,0,0,0,0,0,10,0,0
071205,217,0,16,0,0,35,29,188
071206,614,0,17,631,3,15,50,564
071207,2590,16,161,2767,13,13,503,2087
071208,2896,35,118,3049,13,13,715,2181
071209,0,0,0,0,0,15,0,0
071210,0,0,0,0,0,48,0,0
071211,5143,21,266,5430,24,29,1241,3902
071212,1483,18,114,1615,8,30,143,1340
071301,10139,63,626,10828,50,68,2405,7734
071302,931,3,50,984,4,36,150,781
071303,2900,21,118,3039,14,18,574,2326
071304,0,0,0,0,0,31,0,0
071305,3121,22,155,3298,16,24,455,2666
071306,0,0,0,0,0,32,0,0
071307,2149,9,93,2251,10,10,468,1681
080101,18363,90,865,19318,91,110,3193,15170
080102,0,0,0,0,0,10,0,0
080103,440,2,29,0,0,72,111,329
080104,0,0,0,0,0,3,0,0
080105,0,0,0,0,0,7,0,0
080106,0,0,0,0,0,7,0,0
080108,0,0,0,0,0,3,0,0
080109,0,0,0,0,0,4,0,0
080110,0,0,0,0,0,3,0,0
080111,0,0,0,0,0,3,0,0
080112,0,0,0,0,0,3,0,0
080113,0,0,0,0,0,4,0,0
080114,53,0,2,55,1,9,8,45
080115,1671,16,72,1759,10,10,228,1443
080116,0,0,0,0,0,4,0,0
080117,0,0,0,0,0,8,0,0
080118,4255,20,130,1994,11,67,458,3797
080119,7569,20,354,7943,36,36,1206,6363
080120,303,1,11,315,2,21,35,268
080201,0,0,0,0,0,29,0,0
080202,705,13,27,745,6,20,86,619
080203,0,0,0,0,0,13,0,0
080204,0,0,0,0,0,9,0,0
080205,0,0,0,0,0,7,0,0
080206,0,0,0,0,0,34,0,0
080207,0,0,0,0,0,11,0,0
080208,0,0,0,0,0,20,0,0
080301,9866,120,606,9772,53,69,1904,7962
080302,3267,32,133,3087,18,24,304,2963
080303,448,3,12,463,3,3,64,384
080304,198,1,8,207,2,14,15,183
080305,0,0,0,0,0,5,0,0
080306,298,4,14,316,2,5,40,258
080307,0,0,0,0,0,5,0,0
080308,0,0,0,0,0,4,0,0
080309,0,0,0,0,0,5,0,0
080310,0,0,0,0,0,6,0,0
080311,0,0,0,0,0,10,0,0
080312,1967,13,85,1855,10,11,242,1725
080401,0,0,0,0,0,9,0,0
080402,0,0,0,0,0,5,0,0
080403,0,0,0,0,0,7,0,0
080405,0,0,0,0,0,5,0,0
080406,0,0,0,0,0,4,0,0
080408,0,0,0,0,0,4,0,0
080409,0,0,0,0,0,7,0,0
080410,0,0,0,0,0,3,0,0
080414,0,0,0,0,0,5,0,0
080422,0,0,0,0,0,4,0,0
080427,0,0,0,0,0,4,0,0
080428,0,0,0,0,0,7,0,0
080429,0,0,0,0,0,5,0,0
080501,4210,25,215,4450,24,28,1018,3192
080502,0,0,0,0,0,13,0,0
080503,2657,16,160,2833,15,15,443,2214
080504,2361,16,107,2484,14,16,349,2012
080506,400,2,19,421,2,41,18,382
080509,5637,48,286,5971,30,30,944,4693
080511,0,0,0,0,0,8,0,0
080512,0,0,0,0,0,15,0,0
080515,0,0,0,0,0,7,0,0
080517,0,0,0,0,0,20,0,0
080518,0,0,0,0,0,3,0,0
080519,0,0,0,0,0,16,0,0
080520,0,0,0,0,0,11,0,0
080523,0,0,0,0,0,14,0,0
080525,0,0,0,0,0,8,0,0
080526,0,0,0,0,0,11,0,0
080528,0,0,0,0,0,18,0,0
080529,0,0,0,0,0,8,0,0
080530,0,0,0,0,0,4,0,0
080531,0,0,0,0,0,10,0,0
080532,0,0,0,0,0,6,0,0
080533,0,0,0,0,0,5,0,0
080534,0,0,0,0,0,4,0,0
080601,0,0,0,0,0,4,0,0
080602,0,0,0,0,0,5,0,0
080603,0,0,0,0,0,3,0,0
080604,1109,2,38,1149,6,6,441,668
080605,0,0,0,0,0,3,0,0
080606,0,0,0,0,0,5,0,0
080607,0,0,0,0,0,15,0,0
080608,0,0,0,0,0,3,0,0
080609,0,0,0,0,0,3,0,0
080610,0,0,0,0,0,5,0,0
080611,0,0,0,0,0,5,0,0
080612,0,0,0,0,0,4,0,0
080613,0,0,0,0,0,10,0,0
080614,0,0,0,0,0,4,0,0
080615,0,0,0,0,0,4,0,0
080616,0,0,0,0,0,5,0,0
080701,0,0,0,0,0,15,0,0
080702,0,0,0,0,0,21,0,0
080703,0,0,0,0,0,9,0,0
080704,0,0,0,0,0,9,0,0
080705,0,0,0,0,0,3,0,0
080706,0,0,0,0,0,12,0,0
080707,0,0,0,0,0,16,0,0
080708,0,0,0,0,0,4,0,0
080709,0,0,0,0,0,11,0,0
080710,0,0,0,0,0,9,0,0
080711,0,0,0,0,0,12,0,0
090101,46380,215,3065,49660,227,232,22253,24127
090102,0,0,0,0,0,48,0,0
090103,1039,2,91,1132,6,60,359,680
090104,0,0,0,0,0,21,0,0
090105,394,1,18,413,3,19,47,347
090106,3544,30,253,3827,19,20,1001,2543
090107,417,3,32,282,2,15,34,383
090108,3797,50,357,4204,22,67,1252,2545
090109,171,0,12,183,1,12,11,160
090110,45638,209,2938,46809,208,226,20518,25120
090111,18640,88,1127,19855,88,99,6812,11828
090112,0,0,0,0,0,12,0,0
090113,193,1,14,208,1,27,57,136
090201,983,13,68,1064,5,52,406,577
090202,0,0,0,0,0,13,0,0
090203,0,0,0,0,0,10,0,0
090204,1511,12,84,1607,8,21,599,912
090205,0,0,0,0,0,25,0,0
090206,156,2,8,166,1,8,43,113
090207,0,0,0,0,0,32,0,0
090208,563,5,57,625,3,13,291,272
090301,0,0,0,0,0,13,0,0
090307,0,0,0,0,0,14,0,0
090312,0,0,0,0,0,21,0,0
090314,76,2,8,86,1,20,16,60
090316,0,0,0,0,0,4,0,0
090317,0,0,0,0,0,20,0,0
090321,0,0,0,0,0,7,0,0
090322,0,0,0,0,0,11,0,0
090323,0,0,0,0,0,10,0,0
090401,5716,58,425,6199,36,36,1372,4344
090402,0,0,0,0,0,7,0,0
090403,0,0,0,0,0,14,0,0
090404,337,5,29,0,0,19,94,243
090405,0,0,0,0,0,5,0,0
090406,60,3,7,70,1,11,8,52
090407,0,0,0,0,0,42,0,0
090408,0,0,0,0,0,7,0,0
090409,641,6,34,681,4,15,92,549
090410,0,0,0,0,0,10,0,0
090411,0,0,0,0,0,7,0,0
090501,0,0,0,0,0,43,0,0
090502,0,0,0,0,0,22,0,0
090505,0,0,0,0,0,8,0,0
090506,0,0,0,0,0,12,0,0
090507,0,0,0,0,0,9,0,0
090601,16355,99,982,17436,87,149,9328,7027
090602,376,2,32,410,2,24,135,241
090603,1987,26,123,1529,8,13,785,1202
090604,4967,41,254,1963,10,34,2311,2656
090605,3612,42,246,3900,21,38,1578,2034
090606,0,0,0,0,0,67,0,0
090607,0,0,0,0,0,12,0,0
090608,3751,20,214,3809,17,29,1907,1844
090609,2158,20,168,2151,11,13,737,1421
090610,0,0,0,0,0,10,0,0
090701,0,0,0,0,0,56,0,0
090702,0,0,0,0,0,35,0,0
090704,0,0,0,0,0,39,0,0
090706,0,0,0,0,0,36,0,0
090801,0,0,0,0,0,19,0,0
090802,4704,54,355,5113,33,38,1832,2872
090803,0,0,0,0,0,23,0,0
090804,0,0,0,0,0,20,0,0
090805,0,0,0,0,0,19,0,0
090901,0,0,0,0,0,16,0,0
090902,0,0,0,0,0,20,0,0
090903,0,0,0,0,0,11,0,0
090904,0,0,0,0,0,8,0,0
091001,0,0,0,0,0,14,0,0
091002,0,0,0,0,0,9,0,0
091003,312,4,13,329,3,11,52,260
091004,0,0,0,0,0,3,0,0
091005,0,0,0,0,0,17,0,0
091006,0,0,0,0,0,17,0,0
091007,0,0,0,0,0,6,0,0
091101,2521,21,132,1543,11,20,315,2206
091102,164,1,5,0,0,20,17,147
091103,0,0,0,0,0,10,0,0
091104,1202,7,30,972,9,12,196,1006
091105,989,5,40,1034,7,9,190,799
091106,458,8,23,489,4,23,82,376
091107,0,0,0,0,0,9,0,0
091108,1570,9,47,1626,13,13,169,1401
100101,78502,358,4152,81351,349,485,45570,32932
100102,15410,69,818,16297,67,105,7769,7641
100103,9017,50,519,9331,39,50,4508,4509
100104,14274,65,737,14609,62,134,7486,6788
100105,0,0,0,0,0,17,0,0
100106,12099,52,599,12750,53,70,5261,6838
100107,0,0,0,0,0,22,0,0
100108,0,0,0,0,0,23,0,0
100109,3415,13,163,3591,15,72,1266,2149
100110,15221,65,790,16076,67,75,7761,7460
100111,230,0,7,237,1,12,97,133
100112,2035,14,86,2135,9,16,1013,1022
100113,1918,10,86,2014,8,21,942,976
100114,599,8,27,634,3,17,282,317
100201,48111,339,2783,50224,206,213,28184,19927
100202,0,0,0,0,0,16,0,0
100203,7609,63,342,8014,33,40,3877,3732
100204,8662,90,469,9221,38,38,3755,4907
100205,14343,101,794,15238,60,67,8244,6099
100206,0,0,0,0,0,6,0,0
100207,16376,144,1205,17725,70,71,9467,6909
100208,3357,22,171,3550,15,15,2125,1232
100209,3268,22,164,3454,14,23,1657,1611
100210,30817,200,1669,32686,135,139,16124,14693
100211,0,0,0,0,0,6,0,0
100301,0,0,0,0,0,87,0,0
100302,0,0,0,0,0,9,0,0
100303,0,0,0,0,0,11,0,0
100304,0,0,0,0,0,51,0,0
100305,0,0,0,0,0,60,0,0
100401,2153,10,117,2280,10,184,1293,860
100402,0,0,0,0,0,8,0,0
100403,0,0,0,0,0,20,0,0
100404,0,0,0,0,0,37,0,0
100405,0,0,0,0,0,23,0,0
100406,0,0,0,0,0,48,0,0
100407,10746,83,567,11396,46,62,4666,6080
100408,0,0,0,0,0,44,0,0
100501,0,0,0,0,0,24,0,0
100502,0,0,0,0,0,6,0,0
100503,0,0,0,0,0,9,0,0
100504,0,0,0,0,0,5,0,0
100505,0,0,0,0,0,2,0,0
110101,71844,322,4331,76497,332,365,36630,35214
110103,0,0,0,0,0,2,0,0
110104,0,0,0,0,0,5,0,0
110105,782,7,54,214,1,8,274,508
110106,0,0,0,0,0,4,0,0
110107,0,0,0,0,0,4,0,0
110108,51377,266,2818,54461,239,249,20798,30579
110109,0,0,0,0,0,5,0,0
110112,558,8,39,605,3,8,216,342
110113,83360,349,5059,84858,366,475,40465,42895
110114,945,4,75,1024,5,5,373,572
110116,3458,27,201,3686,17,17,1475,1983
110118,7359,33,385,7777,33,54,2359,5000
110119,0,0,0,0,0,3,0,0
110120,5032,25,301,5358,25,32,1988,3044
110121,1504,27,108,1450,7,8,702,802
110122,0,0,0,0,0,24,0,0
110123,12142,66,735,12943,57,60,5358,6784
110124,3606,29,201,3836,18,18,1316,2290
110125,0,0,0,0,0,6,0,0
110126,1772,10,107,1889,9,14,576,1196
110127,6162,35,384,6581,29,44,2702,3460
110128,5311,30,298,4750,21,36,2412,2899
110131,0,0,0,0,0,20,0,0
110132,2370,10,115,2495,11,17,955,1415
110133,12356,79,745,12755,57,66,4381,7975
110134,4152,30,233,4415,20,31,1781,2371
110136,1550,12,88,1650,8,8,647,903
110201,3577,27,220,3368,15,46,1666,1911
110202,0,0,0,0,0,6,0,0
110203,0,0,0,0,0,14,0,0
110204,0,0,0,0,0,22,0,0
110205,0,0,0,0,0,6,0,0
110206,0,0,0,0,0,9,0,0
110207,0,0,0,0,0,5,0,0
110208,0,0,0,0,0,5,0,0
110209,0,0,0,0,0,6,0,0
110210,3081,11,190,3282,15,16,1790,1291
110211,941,5,32,978,5,5,541,400
110212,0,0,0,0,0,7,0,0
110213,1764,12,102,1878,9,15,759,1005
110214,1245,11,70,1121,6,7,634,611
110215,0,0,0,0,0,19,0,0
110301,8999,43,640,9682,43,44,4449,4550
110302,3563,42,212,3084,16,20,1534,2029
110303,729,7,33,769,4,16,371,358
110304,835,6,56,897,4,4,390,445
110305,0,0,0,0,0,5,0,0
110306,1575,10,102,1687,8,8,782,793
110307,1121,5,80,1206,6,6,514,607
110308,635,2,62,699,4,4,303,332
110309,1498,17,119,1634,8,8,854,644
110310,0,0,0,0,0,3,0,0
110311,0,0,0,0,0,4,0,0
110312,400,1,52,453,2,5,174,226
110313,672,5,49,726,4,5,318,354
110314,984,8,51,1043,6,6,450,534
110315,968,4,52,1024,5,7,375,593
110316,769,5,68,842,4,6,295,474
110317,0,0,0,0,0,5,0,0
110318,628,2,40,670,4,4,292,336
110319,1408,12,66,1486,7,7,532,876
110320,617,7,42,666,4,4,209,408
110321,0,0,0,0,0,6,0,0
110322,942,4,40,986,5,6,456,486
110323,863,4,61,928,5,5,316,547
110324,0,0,0,0,0,5,0,0
110325,0,0,0,0,0,4,0,0
110326,1501,10,73,1584,8,8,791,710
110327,446,1,17,464,3,3,215,231
110328,2250,14,194,2458,12,12,1124,1126
110329,660,3,32,695,4,4,319,341
110330,803,5,33,841,4,4,326,477
110331,791,5,38,834,4,4,380,411
110332,501,4,32,365,2,3,293,208
110333,1741,14,101,1856,9,9,860,881
110334,4657,36,295,4988,22,24,2201,2456
110401,0,0,0,0,0,29,0,0
110402,0,0,0,0,0,14,0,0
110403,0,0,0,0,0,6,0,0
110404,0,0,0,0,0,15,0,0
110501,20651,112,1634,22397,101,133,10850,9801
110502,2906,19,286,3211,16,28,1897,1009
110503,1289,5,102,1396,7,7,666,623
110504,0,0,0,0,0,28,0,0
110505,2026,23,108,2157,10,10,979,1047
110506,2119,20,156,2295,11,19,1126,993
110507,0,0,0,0,0,12,0,0
110508,0,0,0,0,0,12,0,0
110509,2359,18,159,2536,13,13,883,1476
110601,0,0,0,0,0,39,0,0
110602,0,0,0,0,0,3,0,0
110603,0,0,0,0,0,4,0,0
110604,0,0,0,0,0,6,0,0
110605,0,0,0,0,0,12,0,0
110606,0,0,0,0,0,5,0,0
110607,0,0,0,0,0,3,0,0
110608,0,0,0,0,0,3,0,0
110609,0,0,0,0,0,9,0,0
110610,0,0,0,0,0,21,0,0
110701,0,0,0,0,0,103,0,0
110702,0,0,0,0,0,16,0,0
110703,0,0,0,0,0,15,0,0
110704,0,0,0,0,0,72,0,0
110705,0,0,0,0,0,15,0,0
110706,0,0,0,0,0,159,0,0
110707,0,0,0,0,0,66,0,0
110708,0,0,0,0,0,86,0,0
110709,0,0,0,0,0,13,0,0
110801,15918,122,1063,17103,81,88,8752,7166
110802,10402,79,645,11126,55,77,5461,4941
110803,0,0,0,0,0,8,0,0
110804,2012,18,154,2184,12,19,1029,983
110805,0,0,0,0,0,138,0,0
110806,7055,72,494,6751,38,151,3011,4044
110901,14903,78,829,14599,66,79,5839,9064
110902,2504,23,245,2772,13,23,812,1692
110903,2865,27,169,2667,13,15,1163,1702
110904,2087,15,129,2231,11,11,843,1244
110905,4292,24,226,4542,19,23,1976,2316
110906,0,0,0,0,0,9,0,0
110907,0,0,0,0,0,10,0,0
110908,2191,10,93,2060,9,10,858,1333
110909,0,0,0,0,0,10,0,0
120101,204992,625,14011,218560,965,1008,133882,71110
120102,30542,160,2328,33030,146,202,18833,11709
120103,23944,110,1728,23870,103,113,14633,9311
120104,21586,123,1477,23186,98,114,12735,8851
120105,9070,64,729,9863,44,57,5431,3639
120106,0,0,0,0,0,15,0,0
120107,43890,137,2737,46533,206,213,31032,12858
120109,281,1,16,298,2,14,181,100
120110,71798,349,5774,76598,333,388,43238,28560
120111,99686,456,7586,107728,469,481,61976,37710
120112,36815,172,2805,39792,171,173,22441,14374
120113,15764,98,1248,14809,60,71,8845,6919
120201,0,0,0,0,0,12,0,0
120202,0,0,0,0,0,10,0,0
120203,0,0,0,0,0,7,0,0
120204,0,0,0,0,0,7,0,0
120205,0,0,0,0,0,5,0,0
120206,0,0,0,0,0,7,0,0
120301,35418,336,3402,39156,178,178,18579,16839
120302,0,0,0,0,0,27,0,0
120303,2431,27,210,2668,14,25,1014,1417
120304,0,0,0,0,0,54,0,0
120305,0,0,0,0,0,36,0,0
120306,1598,48,182,1828,12,41,548,1050
120307,0,0,0,0,0,28,0,0
120308,0,0,0,0,0,39,0,0
120401,0,0,0,0,0,80,0,0
120402,0,0,0,0,0,24,0,0
120403,0,0,0,0,0,9,0,0
120404,0,0,0,0,0,16,0,0
120405,0,0,0,0,0,4,0,0
120408,0,0,0,0,0,3,0,0
120409,0,0,0,0,0,18,0,0
120410,0,0,0,0,0,27,0,0
120411,0,0,0,0,0,71,0,0
120413,0,0,0,0,0,11,0,0
120501,10629,89,724,11442,51,52,5479,5150
120503,2891,17,214,2534,12,106,1740,1151
120504,1051,9,80,453,2,12,599,452
120506,7626,45,532,6201,27,87,4766,2860
120508,2907,34,199,3140,14,35,1569,1338
120601,6423,121,515,7059,40,40,1811,4612
120602,0,0,0,0,0,11,0,0
120603,0,0,0,0,0,36,0,0
120604,650,16,36,702,5,5,235,415
120605,0,0,0,0,0,18,0,0
120606,0,0,0,0,0,12,0,0
120607,0,0,0,0,0,6,0,0
120608,0,0,0,0,0,41,0,0
120609,0,0,0,0,0,24,0,0
120610,0,0,0,0,0,6,0,0
120611,0,0,0,0,0,8,0,0
120612,0,0,0,0,0,9,0,0
120613,0,0,0,0,0,7,0,0
120701,0,0,0,0,0,60,0,0
120702,0,0,0,0,0,15,0,0
120703,0,0,0,0,0,6,0,0
120704,0,0,0,0,0,8,0,0
120705,0,0,0,0,0,31,0,0
120706,0,0,0,0,0,9,0,0
120707,0,0,0,0,0,12,0,0
120708,0,0,0,0,0,14,0,0
120801,0,0,0,0,0,23,0,0
120802,0,0,0,0,0,48,0,0
120803,0,0,0,0,0,33,0,0
120804,0,0,0,0,0,55,0,0
120805,0,0,0,0,0,8,0,0
120806,5237,33,381,3467,15,73,3538,1699
120807,0,0,0,0,0,23,0,0
120808,0,0,0,0,0,81,0,0
120901,734,10,49,793,4,148,451,283
120902,0,0,0,0,0,55,0,0
120903,0,0,0,0,0,37,0,0
121001,0,0,0,0,0,36,0,0
121002,0,0,0,0,0,20,0,0
121003,0,0,0,0,0,20,0,0
121004,0,0,0,0,0,18,0,0
121101,0,0,0,0,0,43,0,0
121102,0,0,0,0,0,13,0,0
121103,0,0,0,0,0,8,0,0
121104,0,0,0,0,0,19,0,0
121201,0,0,0,0,0,162,0,0
121202,0,0,0,0,0,102,0,0
121203,0,0,0,0,0,19,0,0
130101,164060,652,12810,177522,786,877,102254,61806
130102,0,0,0,0,0,54,0,0
130103,4169,36,220,4425,19,34,2636,1533
130104,0,0,0,0,0,8,0,0
130105,3199,27,234,3460,16,29,1721,1478
130106,17428,140,1377,18945,80,105,12037,5391
130107,0,0,0,0,0,8,0,0
130108,0,0,0,0,0,24,0,0
130109,5331,45,441,5817,25,25,2889,2442
130110,18455,70,1325,19850,85,97,11912,6543
130111,9509,54,675,10238,44,46,5841,3668
130112,101449,602,7581,109632,477,477,59169,42280
130113,5234,33,398,5665,26,35,3614,1620
130114,1620,9,155,1784,9,29,831,789
130115,45802,191,3176,49169,212,256,28105,17697
130116,0,0,0,0,0,46,0,0
130117,8830,70,555,9455,42,62,4728,4102
130118,14861,107,1788,15099,66,74,7396,7465
130119,1954,22,123,803,4,24,1145,809
130120,15102,105,1683,16890,76,81,6890,8212
130201,0,0,0,0,0,101,0,0
130202,0,0,0,0,0,45,0,0
130203,0,0,0,0,0,46,0,0
130204,378,1,17,396,2,60,196,182
130205,0,0,0,0,0,40,0,0
130206,0,0,0,0,0,13,0,0
130301,43295,410,3576,47281,204,205,23582,19713
130302,0,0,0,0,0,6,0,0
130303,2579,12,94,2685,13,30,1619,960
130304,0,0,0,0,0,54,0,0
130305,11870,137,931,12938,57,57,6987,4883
130306,19319,230,1328,20877,91,133,13532,5787
130307,0,0,0,0,0,86,0,0
130308,0,0,0,0,0,139,0,0
130309,0,0,0,0,0,23,0,0
130310,0,0,0,0,0,48,0,0
130311,7799,57,519,8375,37,44,4924,2875
130312,11438,90,826,12354,54,69,7926,3512
140101,7382,26,506,3231,13,1030,4884,2498
